Date,Compensation of employees,"Disposable personal income, current dollars",Employer contributions for employee pension and insurance funds,Employer contributions for government social insurance,Equals: Disposable personal income,Equals: Personal saving,Farm,Government,Government social benefits to persons,"Less: Contributions for government social insurance, domestic",Less: Personal current taxes,Less: Personal outlays,Medicaid,Medicare,Nonfarm,Other,"Other current transfer receipts, from business (net)",Personal consumption expenditures,Personal current transfer payments,Personal current transfer receipts,Personal dividend income,Personal income,Personal income receipts on assets,Personal interest income,Personal interest payments,"Personal outlays, current dollars",Private industries,Proprietors' income with inventory valuation and capital consumption adjustments,Rental income of persons with capital consumption adjustment,Social security,Supplements to wages and salaries,To government,To the rest of the world (net),Unemployment insurance,Veterans' benefits,Wages and salaries
1959-11-01,289477.0,0.8,18361.0,7872.0,366258.0,36824.0,10126.0,46649.0,23712.0,13872.0,43665.0,329434.0,,,40545.0,5537.0,1356.0,322860.0,792.0,25068.0,12888.0,409923.0,42536.0,29648.0,5782.0,0.0,216595.0,50670.0,16043.0,10620.0,26233.0,312.0,480.0,3195.0,4360.0,263244.0
1959-12-01,293922.0,1.1,18501.0,8016.0,370244.0,40730.0,10208.0,47047.0,23544.0,14088.0,44362.0,329513.0,,,40518.0,5523.0,1356.0,322871.0,792.0,24900.0,13116.0,414606.0,43105.0,29989.0,5850.0,0.0,220357.0,50726.0,16040.0,10680.0,26517.0,312.0,480.0,2885.0,4456.0,267404.0
1960-01-01,297924.0,0.2,18602.0,9240.0,370842.0,40577.0,9631.0,47303.0,23052.0,16404.0,44861.0,330265.0,,,40377.0,5550.0,1344.0,323603.0,757.0,24396.0,13176.0,415703.0,43550.0,30374.0,5905.0,0.2,222779.0,50007.0,16230.0,10680.0,27842.0,309.0,448.0,2499.0,4323.0,270082.0
1960-02-01,298830.0,0.1,18738.0,9252.0,371290.0,39224.0,9590.0,47732.0,23208.0,16428.0,45322.0,332065.0,,,40116.0,5561.0,1332.0,325338.0,759.0,24540.0,13176.0,416612.0,43737.0,30561.0,5969.0,0.5,223107.0,49707.0,16226.0,10728.0,27990.0,311.0,448.0,2499.0,4420.0,270839.0
1960-03-01,299450.0,0.2,18860.0,9264.0,371945.0,34996.0,9708.0,48101.0,23652.0,16440.0,45693.0,336949.0,,,39821.0,5641.0,1320.0,330150.0,764.0,24972.0,13164.0,417638.0,43904.0,30740.0,6034.0,1.5,223225.0,49528.0,16224.0,10872.0,28124.0,316.0,448.0,2706.0,4433.0,271326.0
1960-04-01,301193.0,0.8,18952.0,9252.0,374737.0,31356.0,10365.0,48427.0,23760.0,16452.0,45870.0,343381.0,,,40143.0,5664.0,1320.0,336482.0,788.0,25080.0,13188.0,420607.0,43896.0,30708.0,6111.0,1.9,224561.0,50509.0,16381.0,10908.0,28204.0,320.0,468.0,2756.0,4432.0,272989.0
1960-05-01,301993.0,0.3,19039.0,9252.0,375953.0,38945.0,10653.0,48661.0,23856.0,16428.0,46102.0,337007.0,,,40176.0,5676.0,1296.0,330042.0,795.0,25152.0,13260.0,422055.0,44129.0,30869.0,6171.0,-1.9,225042.0,50829.0,16379.0,10968.0,28291.0,327.0,468.0,2756.0,4456.0,273702.0
1960-06-01,301963.0,0.1,19172.0,9288.0,376456.0,39327.0,10836.0,48820.0,24288.0,16488.0,46112.0,337129.0,,,39971.0,5724.0,1308.0,330102.0,802.0,25596.0,13296.0,422568.0,44314.0,31018.0,6225.0,0.0,224683.0,50806.0,16377.0,11124.0,28460.0,334.0,468.0,2960.0,4480.0,273503.0
1960-07-01,302892.0,0.3,19235.0,9300.0,377745.0,39278.0,10918.0,49716.0,24348.0,16524.0,46344.0,338467.0,,,40001.0,5794.0,1296.0,331366.0,832.0,25644.0,13440.0,424089.0,44614.0,31174.0,6269.0,0.4,224640.0,50919.0,16544.0,11196.0,28535.0,344.0,488.0,2997.0,4361.0,274356.0
1960-08-01,302354.0,-0.1,19324.0,9264.0,377520.0,38754.0,11008.0,49855.0,24720.0,16500.0,46600.0,338766.0,,,39846.0,5830.0,1296.0,331613.0,840.0,26016.0,13536.0,424120.0,44854.0,31318.0,6313.0,0.1,223912.0,50854.0,16542.0,11244.0,28588.0,352.0,488.0,3101.0,4545.0,273766.0
1960-09-01,302474.0,0.2,19428.0,9276.0,378278.0,37679.0,11101.0,50045.0,25152.0,16500.0,46640.0,340599.0,,,39739.0,5764.0,1308.0,333397.0,848.0,26460.0,13632.0,424918.0,45104.0,31472.0,6353.0,0.5,223724.0,50840.0,16541.0,11316.0,28704.0,360.0,488.0,3514.0,4558.0,273770.0
1960-10-01,303625.0,0.5,19490.0,9276.0,380101.0,37428.0,11232.0,50228.0,25200.0,16524.0,46564.0,342673.0,,,39842.0,5797.0,1308.0,335398.0,877.0,26508.0,13596.0,426665.0,45279.0,31683.0,6398.0,0.6,224631.0,51074.0,16704.0,11352.0,28766.0,365.0,512.0,3513.0,4538.0,274858.0
1960-11-01,302486.0,-0.1,19579.0,9204.0,379811.0,37132.0,11318.0,50499.0,25752.0,16392.0,46464.0,342679.0,,,39683.0,5887.0,1308.0,335366.0,888.0,27060.0,13584.0,426275.0,45416.0,31832.0,6425.0,0.0,223205.0,51001.0,16703.0,11496.0,28783.0,376.0,512.0,3720.0,4649.0,273703.0
1960-12-01,300202.0,-0.4,19708.0,9132.0,378164.0,39511.0,11428.0,50798.0,26148.0,16248.0,46244.0,338653.0,,,39557.0,5908.0,1308.0,331307.0,902.0,27456.0,13344.0,424408.0,45311.0,31967.0,6444.0,-1.2,220565.0,50985.0,16702.0,11676.0,28840.0,390.0,512.0,3927.0,4637.0,271362.0
1961-01-01,302668.0,1.0,19764.0,9456.0,381880.0,42334.0,11583.0,50837.0,26496.0,16752.0,46409.0,339546.0,,,40554.0,6024.0,1320.0,332178.0,924.0,27816.0,13524.0,428289.0,45502.0,31978.0,6445.0,0.3,222610.0,52137.0,16919.0,11820.0,29220.0,416.0,508.0,3997.0,4655.0,273448.0
1961-02-01,302762.0,0.5,19872.0,9468.0,383847.0,42741.0,11553.0,51119.0,28128.0,16752.0,46495.0,341105.0,,,40714.0,6004.0,1320.0,333717.0,938.0,29448.0,13560.0,430342.0,45698.0,32138.0,6450.0,0.5,222303.0,52268.0,16918.0,11976.0,29340.0,430.0,508.0,4202.0,5946.0,273422.0
1961-03-01,303906.0,0.4,19977.0,9432.0,385231.0,40162.0,11508.0,51356.0,27912.0,16716.0,46629.0,345069.0,,,41068.0,6104.0,1320.0,337664.0,952.0,29232.0,13608.0,431860.0,45945.0,32337.0,6453.0,1.2,223141.0,52576.0,16917.0,12060.0,29409.0,444.0,508.0,4305.0,5443.0,274497.0
1961-04-01,305100.0,0.1,20019.0,9540.0,385800.0,40792.0,10900.0,51546.0,27432.0,16848.0,46737.0,345008.0,,,41366.0,6127.0,1320.0,337639.0,926.0,28752.0,13536.0,432537.0,46182.0,32646.0,6443.0,0.0,223995.0,52266.0,17085.0,12264.0,29559.0,454.0,472.0,4730.0,4311.0,275541.0
1961-05-01,307072.0,0.9,20121.0,9540.0,389154.0,41902.0,10860.0,51784.0,28380.0,16884.0,46984.0,347252.0,,,41747.0,6143.0,1344.0,339870.0,936.0,29724.0,13632.0,436138.0,46535.0,32903.0,6446.0,0.7,225627.0,52608.0,17084.0,12288.0,29661.0,464.0,472.0,5552.0,4397.0,277411.0
1961-06-01,309767.0,1.1,20233.0,9588.0,393346.0,45090.0,10850.0,52070.0,29232.0,16980.0,47111.0,348255.0,,,42215.0,6138.0,1356.0,340857.0,946.0,30588.0,13752.0,440457.0,46933.0,33181.0,6452.0,0.3,227877.0,53065.0,17083.0,12456.0,29821.0,474.0,472.0,5450.0,5188.0,279947.0
1961-07-01,311101.0,0.6,20305.0,9636.0,395531.0,47524.0,10998.0,52339.0,29592.0,17040.0,47140.0,348007.0,,,42132.0,6186.0,1344.0,340560.0,992.0,30936.0,13800.0,442671.0,47257.0,33457.0,6455.0,-0.1,228821.0,53131.0,17286.0,12492.0,29941.0,484.0,508.0,4717.0,6197.0,281160.0
1961-08-01,312679.0,0.1,20416.0,9660.0,395876.0,46335.0,11029.0,52762.0,28092.0,17100.0,47412.0,349541.0,,,42303.0,6362.0,1368.0,342068.0,1000.0,29460.0,13872.0,443288.0,47632.0,33760.0,6473.0,0.4,229841.0,53331.0,17286.0,12804.0,30076.0,492.0,508.0,4512.0,4414.0,282602.0
1961-09-01,313181.0,0.2,20551.0,9636.0,396684.0,44808.0,11105.0,53276.0,27828.0,17052.0,47654.0,351876.0,,,42408.0,6316.0,1392.0,344368.0,1008.0,29220.0,14124.0,444338.0,48190.0,34066.0,6500.0,0.7,229718.0,53513.0,17285.0,13092.0,30187.0,500.0,508.0,4103.0,4317.0,282994.0
1961-10-01,316190.0,1.0,20622.0,9720.0,400837.0,46752.0,11406.0,53702.0,27768.0,17196.0,47851.0,354085.0,,,42718.0,6392.0,1404.0,346499.0,1028.0,29172.0,14316.0,448688.0,48887.0,34571.0,6559.0,0.6,232146.0,54123.0,17511.0,13176.0,30342.0,512.0,516.0,3920.0,4280.0,285848.0
1961-11-01,319426.0,0.9,20727.0,9816.0,404570.0,47071.0,11529.0,54218.0,27924.0,17352.0,48160.0,357499.0,,,43029.0,6441.0,1404.0,349881.0,1034.0,29328.0,14424.0,452730.0,49258.0,34834.0,6584.0,1.0,234665.0,54558.0,17511.0,13452.0,30543.0,518.0,516.0,3714.0,4317.0,288883.0
1961-12-01,321199.0,0.6,20894.0,9828.0,407147.0,47110.0,11661.0,54644.0,28284.0,17388.0,48418.0,360037.0,,,43139.0,6427.0,1440.0,352398.0,1040.0,29724.0,14664.0,455565.0,49717.0,35053.0,6599.0,0.7,235833.0,54801.0,17512.0,13488.0,30722.0,524.0,516.0,3610.0,4759.0,290478.0
1962-01-01,322786.0,-0.1,21033.0,10980.0,406891.0,46092.0,11871.0,55020.0,28464.0,18792.0,49086.0,360799.0,,,43242.0,6624.0,1464.0,353161.0,1073.0,29928.0,14376.0,455977.0,49203.0,34827.0,6565.0,0.2,235753.0,55113.0,17739.0,13668.0,32013.0,533.0,540.0,3576.0,4596.0,290772.0
1962-02-01,325315.0,0.7,21175.0,11004.0,409829.0,48210.0,11919.0,55314.0,28380.0,18828.0,49300.0,361619.0,,,43424.0,6534.0,1476.0,353951.0,1077.0,29856.0,14616.0,459129.0,49703.0,35087.0,6591.0,0.2,237822.0,55344.0,17739.0,13776.0,32179.0,537.0,540.0,3474.0,4596.0,293136.0
1962-03-01,328346.0,0.8,21278.0,11148.0,413081.0,48009.0,11793.0,55566.0,28716.0,19044.0,49820.0,365072.0,,,43724.0,6834.0,1500.0,357353.0,1081.0,30216.0,14700.0,462901.0,50127.0,35427.0,6638.0,1.0,240354.0,55517.0,17739.0,13860.0,32426.0,541.0,540.0,3474.0,4548.0,295920.0
1962-04-01,330778.0,0.6,21395.0,11160.0,415390.0,48556.0,11338.0,55792.0,28380.0,19104.0,50410.0,366834.0,,,43900.0,6576.0,1524.0,359006.0,1100.0,29904.0,14928.0,465800.0,51033.0,36105.0,6728.0,0.5,242431.0,55238.0,17951.0,14052.0,32555.0,544.0,556.0,3260.0,4492.0,298223.0
1962-05-01,331356.0,0.1,21493.0,11172.0,415881.0,45999.0,11050.0,55982.0,28440.0,19080.0,50875.0,369881.0,,,44012.0,6708.0,1536.0,361978.0,1102.0,29976.0,14964.0,466756.0,51492.0,36528.0,6802.0,0.8,242708.0,55061.0,17950.0,14172.0,32665.0,546.0,556.0,3056.0,4504.0,298690.0
1962-06-01,332149.0,0.1,21625.0,11196.0,416208.0,47836.0,10849.0,56154.0,28560.0,19140.0,51487.0,368372.0,,,43749.0,6780.0,1536.0,360389.0,1104.0,30096.0,15084.0,467695.0,52043.0,36959.0,6879.0,-0.4,243174.0,54598.0,17949.0,14184.0,32821.0,548.0,556.0,3056.0,4540.0,299328.0
1962-07-01,333236.0,0.4,21715.0,11208.0,417780.0,48339.0,10633.0,56312.0,28716.0,19164.0,51914.0,369440.0,,,44100.0,6803.0,1560.0,361358.0,1108.0,30276.0,15024.0,469694.0,52461.0,37437.0,6974.0,0.3,244001.0,54733.0,18151.0,14376.0,32923.0,548.0,560.0,3005.0,4532.0,300313.0
1962-08-01,333699.0,0.2,21855.0,11196.0,418787.0,47746.0,10628.0,56482.0,29004.0,19152.0,52345.0,371041.0,,,44202.0,6887.0,1572.0,362882.0,1107.0,30576.0,15204.0,471132.0,53029.0,37825.0,7051.0,0.4,244166.0,54831.0,18150.0,14568.0,33051.0,547.0,560.0,3005.0,4544.0,300648.0
1962-09-01,335788.0,0.5,21944.0,11280.0,420969.0,43982.0,10743.0,56670.0,28836.0,19260.0,52698.0,376987.0,,,44356.0,6830.0,1584.0,368757.0,1106.0,30420.0,15312.0,473667.0,53472.0,38160.0,7124.0,1.6,245894.0,55099.0,18148.0,14472.0,33224.0,546.0,560.0,3110.0,4424.0,302564.0
1962-10-01,336047.0,0.4,22039.0,11244.0,422612.0,47772.0,11108.0,57331.0,29832.0,19212.0,53081.0,374840.0,,,44224.0,6953.0,1596.0,366548.0,1106.0,31428.0,15204.0,475693.0,53752.0,38548.0,7187.0,-0.6,245433.0,55333.0,18345.0,14880.0,33283.0,546.0,560.0,3090.0,4909.0,302764.0
1962-11-01,337872.0,0.3,22122.0,11280.0,424079.0,44038.0,11303.0,57602.0,29448.0,19284.0,53696.0,380041.0,,,44562.0,6930.0,1620.0,371684.0,1103.0,31068.0,15132.0,477775.0,53911.0,38779.0,7254.0,1.4,246868.0,55865.0,18343.0,14808.0,33402.0,543.0,560.0,3090.0,4620.0,304470.0
1962-12-01,339055.0,0.4,22271.0,11316.0,425888.0,43849.0,11380.0,57940.0,29340.0,19344.0,53948.0,382039.0,,,44703.0,7033.0,1620.0,373621.0,1097.0,30960.0,15780.0,479836.0,54742.0,38962.0,7321.0,0.5,247528.0,56084.0,18340.0,14760.0,33587.0,537.0,560.0,2988.0,4559.0,305468.0
1963-01-01,340950.0,1.0,22360.0,12180.0,430009.0,47015.0,11523.0,58247.0,33276.0,21288.0,53963.0,382995.0,,,44636.0,7025.0,1788.0,374423.0,1199.0,35064.0,15756.0,483972.0,54542.0,38786.0,7373.0,0.3,248163.0,56160.0,18545.0,14880.0,34540.0,523.0,676.0,3211.0,8160.0,306410.0
1963-02-01,342589.0,-0.5,22491.0,12180.0,427919.0,45863.0,11412.0,58628.0,29592.0,21288.0,54013.0,382056.0,,,44516.0,7103.0,1788.0,373411.0,1195.0,31380.0,15828.0,481932.0,54782.0,38954.0,7450.0,-0.2,249290.0,55928.0,18542.0,14892.0,34671.0,519.0,676.0,3211.0,4386.0,307917.0
1963-03-01,344422.0,0.3,22611.0,12252.0,429391.0,45648.0,11274.0,58986.0,29688.0,21432.0,54327.0,383743.0,,,44560.0,7232.0,1812.0,375016.0,1191.0,31500.0,15696.0,483718.0,54855.0,39159.0,7536.0,0.4,250573.0,55834.0,18539.0,14964.0,34863.0,515.0,676.0,3106.0,4386.0,309559.0
1963-04-01,345146.0,0.4,22732.0,12276.0,431119.0,45989.0,10919.0,59031.0,29724.0,21456.0,53896.0,385131.0,,,44900.0,7196.0,1824.0,376350.0,1141.0,31548.0,15804.0,485015.0,55270.0,39466.0,7640.0,0.4,251107.0,55819.0,18689.0,15036.0,35008.0,521.0,620.0,3088.0,4404.0,310138.0
1963-05-01,347328.0,0.5,22867.0,12300.0,433476.0,47387.0,10816.0,59376.0,29916.0,21492.0,54406.0,386089.0,,,44933.0,7232.0,1836.0,377205.0,1142.0,31752.0,16104.0,487882.0,55858.0,39754.0,7742.0,0.2,252784.0,55749.0,18687.0,15204.0,35167.0,522.0,620.0,3088.0,4392.0,312161.0
1963-06-01,350206.0,0.7,23016.0,12420.0,436621.0,45947.0,10752.0,59733.0,29916.0,21696.0,54631.0,390674.0,,,45080.0,7184.0,1848.0,381683.0,1143.0,31764.0,16368.0,491252.0,56461.0,40093.0,7848.0,1.2,255037.0,55832.0,18685.0,15264.0,35436.0,523.0,620.0,3088.0,4380.0,314770.0
1963-07-01,350661.0,0.3,23169.0,12420.0,437964.0,44387.0,10633.0,59789.0,29976.0,21684.0,54544.0,393577.0,,,45293.0,7232.0,1860.0,384407.0,1192.0,31836.0,16380.0,492508.0,56925.0,40545.0,7978.0,0.7,255284.0,55926.0,18843.0,15360.0,35589.0,528.0,664.0,2980.0,4404.0,315073.0
1963-08-01,352447.0,0.5,23340.0,12432.0,440316.0,44752.0,10649.0,60174.0,30072.0,21720.0,54591.0,395564.0,,,45521.0,7256.0,1884.0,386287.0,1196.0,31956.0,16272.0,494907.0,57212.0,40940.0,8081.0,0.5,256502.0,56169.0,18842.0,15396.0,35772.0,532.0,664.0,2980.0,4440.0,316676.0
1963-09-01,354824.0,0.7,23521.0,12516.0,443522.0,48658.0,10756.0,60577.0,30180.0,21864.0,54644.0,394864.0,,,45835.0,7388.0,1908.0,385488.0,1200.0,32088.0,16344.0,498166.0,57686.0,41342.0,8176.0,-0.2,258210.0,56591.0,18841.0,15420.0,36037.0,536.0,664.0,2980.0,4392.0,318787.0
1963-10-01,357041.0,0.8,23684.0,12588.0,446957.0,51463.0,11208.0,61489.0,30420.0,21972.0,54937.0,395494.0,,,46195.0,7464.0,1920.0,386023.0,1201.0,32340.0,16452.0,501894.0,58245.0,41793.0,8269.0,0.2,259280.0,57403.0,18837.0,15504.0,36272.0,537.0,664.0,3000.0,4452.0,320770.0
1963-11-01,358136.0,0.4,23908.0,12588.0,448527.0,49535.0,11176.0,61921.0,30360.0,21972.0,55121.0,398992.0,,,46328.0,7548.0,1956.0,389440.0,1210.0,32316.0,16644.0,503648.0,58827.0,42183.0,8342.0,0.9,259720.0,57504.0,18836.0,15432.0,36496.0,546.0,664.0,3000.0,4380.0,321640.0
1963-12-01,361146.0,1.0,24128.0,12708.0,452828.0,48523.0,10997.0,62362.0,30972.0,22164.0,55551.0,404306.0,,,46863.0,7572.0,1992.0,394684.0,1222.0,32964.0,17184.0,508379.0,59737.0,42553.0,8399.0,1.3,261948.0,57860.0,18836.0,15588.0,36836.0,558.0,664.0,3000.0,4812.0,324310.0
1964-01-01,361556.0,0.5,24281.0,12336.0,455283.0,48849.0,10141.0,62680.0,32904.0,21888.0,55997.0,406434.0,,,47581.0,7641.0,2028.0,396783.0,1248.0,34932.0,17256.0,511280.0,60119.0,42863.0,8403.0,0.5,262258.0,57722.0,18839.0,15648.0,36617.0,588.0,660.0,2923.0,6692.0,324938.0
1964-02-01,365998.0,0.5,24547.0,12468.0,457384.0,47500.0,9846.0,63126.0,30720.0,22104.0,56740.0,409885.0,,,48038.0,7665.0,2076.0,400161.0,1261.0,32796.0,17484.0,514124.0,60711.0,43227.0,8463.0,0.8,265857.0,57883.0,18840.0,15696.0,37015.0,601.0,660.0,2923.0,4436.0,328983.0
1964-03-01,367970.0,2.4,24746.0,12480.0,468514.0,56906.0,9633.0,63566.0,30864.0,22116.0,48528.0,411607.0,,,48507.0,7734.0,2112.0,401801.0,1268.0,32976.0,17628.0,517042.0,61232.0,43604.0,8539.0,0.4,267178.0,58140.0,18840.0,15840.0,37226.0,608.0,660.0,2818.0,4472.0,330744.0
1964-04-01,370421.0,0.6,24970.0,12552.0,471411.0,58643.0,9608.0,63767.0,31032.0,22224.0,49161.0,412768.0,,,49107.0,7804.0,2136.0,402823.0,1304.0,33168.0,17724.0,520572.0,61715.0,43991.0,8642.0,0.3,269131.0,58715.0,18778.0,15888.0,37522.0,604.0,700.0,2888.0,4452.0,332898.0
1964-05-01,372767.0,0.5,25241.0,12588.0,473938.0,55460.0,9527.0,64170.0,31044.0,22296.0,49824.0,418478.0,,,49315.0,7737.0,2184.0,408431.0,1306.0,33228.0,18060.0,523762.0,62443.0,44383.0,8741.0,1.4,270768.0,58842.0,18779.0,15900.0,37829.0,606.0,700.0,2991.0,4416.0,334938.0
1964-06-01,374679.0,0.5,25440.0,12576.0,476165.0,54655.0,9408.0,64542.0,31032.0,22296.0,50184.0,421510.0,,,49500.0,7871.0,2196.0,411355.0,1308.0,33228.0,18276.0,526349.0,63051.0,44775.0,8847.0,0.7,272120.0,58908.0,18779.0,15948.0,38016.0,608.0,700.0,2785.0,4428.0,336662.0
1964-07-01,377377.0,0.6,25648.0,12636.0,479036.0,53800.0,9175.0,65275.0,31248.0,22404.0,50857.0,425237.0,,,49771.0,7923.0,2220.0,414912.0,1337.0,33468.0,18408.0,529893.0,63644.0,45236.0,8988.0,0.9,273818.0,58946.0,18863.0,16080.0,38284.0,605.0,732.0,2781.0,4464.0,339093.0
1964-08-01,380358.0,0.5,25897.0,12732.0,481543.0,53381.0,9252.0,65649.0,31200.0,22548.0,51741.0,428161.0,,,49982.0,7930.0,2244.0,417737.0,1337.0,33444.0,18324.0,533284.0,63931.0,45607.0,9087.0,0.7,276080.0,59235.0,18863.0,16152.0,38629.0,605.0,732.0,2678.0,4440.0,341729.0
1964-09-01,382299.0,0.5,26138.0,12756.0,484180.0,57054.0,9458.0,66056.0,31344.0,22596.0,52127.0,427127.0,,,50219.0,7979.0,2256.0,416618.0,1337.0,33600.0,18504.0,536307.0,64464.0,45960.0,9172.0,-0.2,277348.0,59677.0,18863.0,16248.0,38894.0,605.0,732.0,2677.0,4440.0,343405.0
1964-10-01,382317.0,0.0,26340.0,12696.0,484339.0,54151.0,10104.0,66387.0,31332.0,22512.0,52594.0,430188.0,,,49760.0,8031.0,2256.0,419602.0,1357.0,33588.0,18624.0,536933.0,64836.0,46212.0,9229.0,0.7,276893.0,59864.0,18840.0,16176.0,39036.0,605.0,752.0,2685.0,4440.0,343280.0
1964-11-01,385874.0,0.8,26565.0,12840.0,488146.0,61141.0,10441.0,66774.0,31272.0,22764.0,53158.0,427006.0,,,50012.0,8086.0,2268.0,416359.0,1351.0,33540.0,18804.0,541304.0,65361.0,46557.0,9296.0,-0.7,279695.0,60453.0,18840.0,16224.0,39405.0,599.0,752.0,2582.0,4380.0,346469.0
1964-12-01,390089.0,1.1,26853.0,12924.0,493540.0,61838.0,10772.0,67107.0,31812.0,22896.0,53917.0,431702.0,,,50422.0,8303.0,2268.0,421001.0,1342.0,34080.0,19236.0,547457.0,66150.0,46914.0,9358.0,1.1,283205.0,61193.0,18841.0,16416.0,39777.0,590.0,752.0,2581.0,4512.0,350312.0
1965-01-01,390688.0,0.3,27034.0,12756.0,495030.0,59911.0,11211.0,67118.0,34308.0,22788.0,56461.0,435120.0,,,50243.0,8232.0,2340.0,424440.0,1299.0,36648.0,19116.0,551491.0,66407.0,47291.0,9381.0,0.8,283780.0,61453.0,19083.0,16452.0,39790.0,563.0,736.0,2488.0,7136.0,350898.0
1965-02-01,392955.0,0.1,27318.0,12804.0,495356.0,53207.0,11470.0,67438.0,31824.0,22884.0,56681.0,442149.0,,,50382.0,8292.0,2328.0,431397.0,1289.0,34152.0,19212.0,552037.0,66879.0,47667.0,9462.0,1.6,285395.0,61851.0,19083.0,16488.0,40122.0,553.0,736.0,2488.0,4556.0,352833.0
1965-03-01,395148.0,0.5,27585.0,12852.0,497668.0,53519.0,11613.0,67800.0,31968.0,22992.0,57750.0,444149.0,,,50923.0,8412.0,2328.0,433297.0,1285.0,34296.0,19296.0,555418.0,67347.0,48051.0,9568.0,0.5,286911.0,62536.0,19083.0,16536.0,40437.0,549.0,736.0,2488.0,4532.0,354711.0
