Date,Compensation of employees,"Disposable personal income, current dollars",Employer contributions for employee pension and insurance funds,Employer contributions for government social insurance,Equals: Disposable personal income,Equals: Personal saving,Farm,Government,Government social benefits to persons,"Less: Contributions for government social insurance, domestic",Less: Personal current taxes,Less: Personal outlays,Medicaid,Medicare,Nonfarm,Other,"Other current transfer receipts, from business (net)",Personal consumption expenditures,Personal current transfer payments,Personal current transfer receipts,Personal dividend income,Personal income,Personal income receipts on assets,Personal interest income,Personal interest payments,"Personal outlays, current dollars",Private industries,Proprietors' income with inventory valuation and capital consumption adjustments,Rental income of persons with capital consumption adjustment,Social security,Supplements to wages and salaries,To government,To the rest of the world (net),Unemployment insurance,Veterans' benefits,Wages and salaries
1952-10-01,209326.0,9.6,11612.0,4248.0,258904.0,27624.0,13045.0,34177.0,11472.0,7052.0,33057.0,231280.0,,,29717.0,3393.0,868.0,227670.0,821.0,12340.0,8772.0,291961.0,23319.0,14547.0,2789.0,15.8,159289.0,42762.0,11267.0,2576.0,15860.0,385.0,436.0,946.0,4557.0,193466.0
1953-01-01,213123.0,6.4,11866.0,4188.0,262968.0,27936.0,13010.0,34321.0,11464.0,7064.0,33411.0,235032.0,,,29940.0,3430.0,888.0,231220.0,870.0,12352.0,8432.0,296379.0,23436.0,15004.0,2942.0,6.6,162748.0,42948.0,11584.0,2728.0,16054.0,398.0,472.0,1009.0,4297.0,197069.0
1953-04-01,216209.0,6.0,11978.0,4204.0,266799.0,29810.0,12398.0,34355.0,11428.0,7136.0,33439.0,236989.0,,,29949.0,3539.0,884.0,232960.0,882.0,12312.0,9176.0,300238.0,24613.0,15437.0,3147.0,3.4,165672.0,42347.0,11894.0,2964.0,16182.0,406.0,476.0,925.0,4000.0,200027.0
1953-07-01,216523.0,0.2,12109.0,4268.0,266957.0,29134.0,11732.0,34287.0,11676.0,7172.0,33187.0,237823.0,,,29485.0,3688.0,836.0,233666.0,902.0,12512.0,9044.0,300144.0,24901.0,15857.0,3254.0,1.4,165859.0,41218.0,12162.0,3104.0,16377.0,414.0,488.0,977.0,3907.0,200146.0
1953-10-01,215129.0,0.4,12234.0,4180.0,267217.0,29880.0,11537.0,34389.0,12128.0,7052.0,32931.0,237337.0,,,30020.0,3487.0,760.0,233112.0,882.0,12888.0,8892.0,300148.0,25153.0,16261.0,3343.0,-0.8,164326.0,41557.0,12474.0,3124.0,16414.0,422.0,460.0,1425.0,4092.0,198715.0
1954-01-01,213112.0,4.1,12103.0,4608.0,269931.0,30581.0,12860.0,34397.0,12888.0,8068.0,30196.0,239350.0,,,29820.0,3598.0,612.0,235154.0,825.0,13500.0,9436.0,300127.0,26106.0,16670.0,3372.0,3.4,162004.0,42681.0,12797.0,3288.0,16711.0,437.0,388.0,1990.0,4012.0,196401.0
1954-04-01,212684.0,-0.2,12115.0,4612.0,269820.0,27727.0,11663.0,34717.0,13568.0,8032.0,29977.0,242093.0,,,30436.0,3697.0,532.0,237885.0,849.0,14100.0,8880.0,299797.0,25932.0,17052.0,3359.0,4.7,161240.0,42099.0,13015.0,3464.0,16727.0,441.0,408.0,2410.0,3997.0,195957.0
1954-07-01,213224.0,2.9,12302.0,4588.0,271778.0,26989.0,11788.0,35129.0,13944.0,8052.0,30005.0,244790.0,,,30461.0,3831.0,532.0,240303.0,1104.0,14476.0,9308.0,301783.0,26742.0,17434.0,3383.0,4.5,161205.0,42248.0,13144.0,3628.0,16890.0,436.0,668.0,2470.0,4015.0,196334.0
1954-10-01,217536.0,7.5,12536.0,4640.0,276713.0,27288.0,10685.0,35377.0,14588.0,8144.0,30462.0,249426.0,,,31308.0,3810.0,592.0,245093.0,878.0,15180.0,9504.0,307175.0,27324.0,17820.0,3454.0,7.8,164983.0,41992.0,13287.0,4148.0,17176.0,434.0,444.0,2426.0,4204.0,200360.0
1955-01-01,221895.0,8.0,12791.0,5048.0,282103.0,26238.0,10922.0,35482.0,14556.0,8876.0,31412.0,255864.0,,,32744.0,3854.0,732.0,251398.0,853.0,15288.0,10048.0,313515.0,28207.0,18159.0,3614.0,10.7,168574.0,43667.0,13333.0,4448.0,17839.0,425.0,428.0,1933.0,4321.0,204056.0
1955-04-01,228083.0,9.6,13088.0,5144.0,288631.0,27459.0,11279.0,36234.0,14736.0,9040.0,32429.0,261172.0,,,32992.0,3910.0,876.0,256466.0,839.0,15612.0,10168.0,321060.0,28749.0,18581.0,3867.0,8.6,173617.0,44270.0,13386.0,4848.0,18232.0,419.0,420.0,1581.0,4397.0,209851.0
1955-07-01,233910.0,9.3,13420.0,5244.0,295107.0,29515.0,10692.0,37398.0,14864.0,9196.0,33364.0,265592.0,,,33943.0,3836.0,1004.0,260651.0,845.0,15868.0,10780.0,328471.0,29813.0,19033.0,4096.0,6.9,177848.0,44635.0,13441.0,5156.0,18664.0,433.0,412.0,1441.0,4431.0,215246.0
1955-10-01,238391.0,5.9,13680.0,5260.0,299354.0,29581.0,9971.0,37270.0,14860.0,9252.0,34231.0,269773.0,,,34547.0,3904.0,1108.0,264639.0,867.0,15968.0,10916.0,333585.0,30433.0,19517.0,4267.0,6.4,182181.0,44518.0,13527.0,5204.0,18940.0,443.0,424.0,1437.0,4315.0,219451.0
1956-01-01,242828.0,5.8,13970.0,5576.0,303616.0,32065.0,10193.0,37836.0,15176.0,9856.0,35367.0,271551.0,,,34670.0,3948.0,1160.0,266156.0,959.0,16336.0,11164.0,338983.0,31218.0,20054.0,4436.0,2.7,185446.0,44863.0,13595.0,5332.0,19546.0,463.0,496.0,1489.0,4407.0,223282.0
1956-04-01,247491.0,6.7,14338.0,5652.0,308551.0,34212.0,10364.0,38532.0,15364.0,9964.0,36239.0,274339.0,,,34887.0,3983.0,1208.0,268834.0,977.0,16572.0,11188.0,344790.0,31836.0,20648.0,4528.0,4.2,188969.0,45251.0,13604.0,5524.0,19990.0,481.0,496.0,1509.0,4348.0,227501.0
1956-07-01,250420.0,6.1,14791.0,5676.0,313182.0,35544.0,10879.0,39184.0,15812.0,9992.0,36901.0,277638.0,,,35530.0,4024.0,1256.0,272075.0,1006.0,17068.0,11180.0,350083.0,32499.0,21319.0,4557.0,4.9,190769.0,46408.0,13682.0,5808.0,20467.0,494.0,512.0,1673.0,4307.0,229953.0
1956-10-01,256363.0,8.9,15228.0,5768.0,319894.0,36791.0,10917.0,39656.0,16016.0,10136.0,37857.0,283103.0,,,35836.0,4191.0,1316.0,277445.0,1026.0,17332.0,11588.0,357751.0,33649.0,22061.0,4632.0,8.1,195711.0,46753.0,13790.0,5944.0,20996.0,514.0,512.0,1629.0,4252.0,235367.0
1957-01-01,260222.0,5.0,15596.0,6360.0,323789.0,36089.0,9949.0,40229.0,16836.0,11396.0,38578.0,287700.0,,,36978.0,4264.0,1376.0,281889.0,1089.0,18212.0,11608.0,362367.0,34531.0,22923.0,4722.0,6.7,198037.0,46927.0,13871.0,6424.0,21956.0,545.0,544.0,1744.0,4404.0,238266.0
1957-04-01,262057.0,5.5,16044.0,6396.0,328145.0,38092.0,10517.0,40733.0,18032.0,11428.0,38965.0,290052.0,,,37196.0,4339.0,1404.0,284176.0,1079.0,19436.0,11792.0,367110.0,35362.0,23570.0,4797.0,3.3,198884.0,47713.0,13970.0,7512.0,22440.0,563.0,516.0,1692.0,4489.0,239617.0
1957-07-01,264724.0,5.4,16491.0,6404.0,332482.0,37779.0,11049.0,41501.0,18224.0,11500.0,39197.0,294703.0,,,37755.0,4434.0,1412.0,288750.0,1063.0,19636.0,11896.0,371679.0,35934.0,24038.0,4890.0,6.6,200328.0,48805.0,14080.0,7492.0,22895.0,575.0,488.0,1840.0,4458.0,241829.0
1957-10-01,263301.0,-0.6,16897.0,6312.0,331974.0,35588.0,10688.0,41589.0,19436.0,11328.0,38804.0,296385.0,,,37012.0,4543.0,1388.0,290368.0,1057.0,20824.0,11672.0,370778.0,35989.0,24317.0,4960.0,2.3,198503.0,47700.0,14291.0,7836.0,23209.0,585.0,472.0,2516.0,4541.0,240092.0
1958-01-01,259767.0,1.4,16743.0,6300.0,333104.0,37174.0,13326.0,42035.0,20808.0,11328.0,38178.0,295929.0,,,36940.0,4807.0,1308.0,289888.0,1026.0,22116.0,11552.0,371282.0,35890.0,24338.0,5016.0,-0.6,194689.0,50265.0,14572.0,7972.0,23043.0,586.0,440.0,3501.0,4528.0,236724.0
1958-04-01,259426.0,3.6,16862.0,6288.0,336028.0,37235.0,12977.0,43091.0,22648.0,11252.0,37696.0,298793.0,,,37349.0,4897.0,1260.0,292819.0,1018.0,23908.0,11676.0,373724.0,36569.0,24893.0,4956.0,3.9,193185.0,50325.0,14750.0,8448.0,23150.0,582.0,436.0,4585.0,4718.0,236276.0
1958-07-01,267228.0,9.4,17031.0,6360.0,343668.0,39860.0,12142.0,46107.0,22976.0,11420.0,38945.0,303808.0,,,37981.0,4943.0,1212.0,297893.0,977.0,24188.0,11656.0,382613.0,37605.0,25949.0,4938.0,6.9,197730.0,50123.0,14889.0,8644.0,23391.0,573.0,404.0,4849.0,4540.0,243837.0
1958-10-01,272263.0,6.1,17383.0,6448.0,348811.0,41014.0,11244.0,45255.0,22472.0,11536.0,39376.0,307797.0,,,38673.0,5106.0,1180.0,301823.0,1015.0,23652.0,11380.0,388187.0,38916.0,27536.0,4959.0,5.4,203177.0,49916.0,14976.0,8848.0,23831.0,555.0,460.0,4041.0,4477.0,248432.0
1959-01-01,279746.0,5.2,17983.0,7752.0,353222.0,37871.0,10869.0,45456.0,22736.0,13656.0,40758.0,315351.0,,,39213.0,5272.0,1272.0,309449.0,791.0,24008.0,12084.0,393980.0,38832.0,26748.0,5111.0,10.2,208555.0,50080.0,14970.0,9704.0,25735.0,335.0,456.0,3172.0,4588.0,254011.0
1959-04-01,286458.0,8.4,18014.0,7888.0,360377.0,38777.0,9861.0,45844.0,22612.0,13904.0,41986.0,321600.0,,,40479.0,5344.0,1320.0,315505.0,792.0,23932.0,12464.0,402363.0,40105.0,27641.0,5302.0,8.2,214712.0,50340.0,15431.0,10028.0,25902.0,320.0,472.0,2704.0,4536.0,260556.0
1959-07-01,286926.0,1.9,18151.0,7876.0,362062.0,34996.0,9360.0,46236.0,22844.0,13860.0,42679.0,327066.0,,,40995.0,5436.0,1340.0,320725.0,793.0,24184.0,12764.0,404741.0,41352.0,28588.0,5548.0,7.0,214663.0,50356.0,15783.0,10344.0,26027.0,313.0,480.0,2616.0,4448.0,260899.0
1959-10-01,290187.0,5.1,18381.0,7904.0,366634.0,37220.0,10084.0,46680.0,23476.0,13916.0,43733.0,329414.0,,,40522.0,5536.0,1356.0,322842.0,792.0,24832.0,12968.0,410367.0,42615.0,29647.0,5780.0,2.9,217222.0,50606.0,16043.0,10624.0,26285.0,312.0,480.0,2920.0,4396.0,263902.0
1960-01-01,298735.0,5.3,18734.0,9252.0,371359.0,38266.0,9643.0,47712.0,23304.0,16424.0,45292.0,333093.0,,,40105.0,5580.0,1332.0,326364.0,760.0,24636.0,13172.0,416651.0,43730.0,30558.0,5969.0,4.5,223037.0,49748.0,16227.0,10760.0,27986.0,312.0,448.0,2568.0,4396.0,270749.0
1960-04-01,301716.0,4.8,19054.0,9264.0,375715.0,36543.0,10618.0,48636.0,23968.0,16456.0,46028.0,339172.0,,,40097.0,5684.0,1308.0,332208.0,795.0,25276.0,13248.0,421743.0,44113.0,30865.0,6169.0,7.5,224762.0,50715.0,16379.0,11000.0,28318.0,327.0,468.0,2824.0,4460.0,273398.0
1960-07-01,302573.0,2.3,19329.0,9280.0,377847.0,38570.0,11009.0,49872.0,24740.0,16508.0,46528.0,339277.0,,,39862.0,5796.0,1300.0,332126.0,840.0,26040.0,13536.0,424375.0,44857.0,31321.0,6312.0,0.1,224092.0,50871.0,16542.0,11252.0,28609.0,352.0,488.0,3204.0,4488.0,273964.0
1960-10-01,302104.0,1.6,19592.0,9204.0,379358.0,38023.0,11326.0,50508.0,25700.0,16388.0,46424.0,341335.0,,,39694.0,5864.0,1308.0,334024.0,889.0,27008.0,13508.0,425782.0,45335.0,31827.0,6422.0,2.4,222800.0,51020.0,16703.0,11508.0,28796.0,377.0,512.0,3720.0,4608.0,273308.0
1961-01-01,303112.0,4.6,19871.0,9452.0,383653.0,41746.0,11548.0,51104.0,27512.0,16740.0,46511.0,341907.0,,,40779.0,6040.0,1320.0,334520.0,938.0,28832.0,13564.0,430164.0,45715.0,32151.0,6449.0,0.7,222685.0,52327.0,16918.0,11952.0,29323.0,430.0,508.0,4168.0,5352.0,273789.0
1961-04-01,307313.0,6.2,20124.0,9556.0,389432.0,42594.0,10870.0,51800.0,28348.0,16904.0,46944.0,346838.0,,,41776.0,6136.0,1340.0,339455.0,936.0,29688.0,13640.0,436376.0,46550.0,32910.0,6447.0,5.9,225833.0,52645.0,17084.0,12336.0,29680.0,464.0,472.0,5244.0,4632.0,277633.0
1961-07-01,312320.0,7.0,20424.0,9644.0,396030.0,46222.0,11044.0,52792.0,28504.0,17064.0,47402.0,349808.0,,,42281.0,6288.0,1368.0,342332.0,1000.0,29872.0,13932.0,443432.0,47693.0,33761.0,6476.0,3.5,229460.0,53325.0,17286.0,12796.0,30068.0,492.0,508.0,4444.0,4976.0,282252.0
1961-10-01,318939.0,8.5,20748.0,9788.0,404186.0,46979.0,11532.0,54188.0,27992.0,17312.0,48143.0,357207.0,,,42962.0,6420.0,1416.0,349593.0,1034.0,29408.0,14468.0,452329.0,49288.0,34820.0,6581.0,8.7,234215.0,54495.0,17512.0,13372.0,30536.0,518.0,516.0,3748.0,4452.0,288403.0
1962-01-01,325482.0,5.8,21162.0,11044.0,409933.0,47437.0,11861.0,55300.0,28520.0,18888.0,49402.0,362497.0,,,43463.0,6660.0,1480.0,354822.0,1077.0,30000.0,14564.0,459335.0,49678.0,35114.0,6598.0,6.1,237976.0,55324.0,17739.0,13768.0,32206.0,537.0,540.0,3508.0,4584.0,293276.0
1962-04-01,331427.0,5.9,21504.0,11176.0,415826.0,47464.0,11079.0,55976.0,28460.0,19108.0,50924.0,368363.0,,,43887.0,6688.0,1532.0,360458.0,1102.0,29992.0,14992.0,466750.0,51523.0,36531.0,6803.0,6.6,242771.0,54966.0,17950.0,14136.0,32680.0,546.0,556.0,3124.0,4512.0,298747.0
1962-07-01,334241.0,3.3,21838.0,11228.0,419178.0,46689.0,10668.0,56488.0,28852.0,19192.0,52319.0,372489.0,,,44220.0,6840.0,1572.0,364333.0,1107.0,30424.0,15180.0,471497.0,52987.0,37807.0,7050.0,4.6,244687.0,54888.0,18150.0,14472.0,33066.0,547.0,560.0,3040.0,4500.0,301175.0
1962-10-01,337658.0,4.9,22144.0,11280.0,424193.0,45220.0,11264.0,57624.0,29540.0,19280.0,53575.0,378974.0,,,44496.0,6972.0,1612.0,370618.0,1102.0,31152.0,15372.0,477768.0,54135.0,38763.0,7254.0,7.1,246610.0,55760.0,18343.0,14816.0,33424.0,542.0,560.0,3056.0,4696.0,304234.0
1963-01-01,342654.0,4.7,22488.0,12204.0,429107.0,46175.0,11403.0,58620.0,30852.0,21336.0,54101.0,382931.0,,,44571.0,7116.0,1796.0,374283.0,1195.0,32648.0,15760.0,483208.0,54727.0,38967.0,7453.0,4.2,249342.0,55974.0,18542.0,14912.0,34692.0,519.0,676.0,3176.0,5648.0,307962.0
1963-04-01,347560.0,4.4,22872.0,12332.0,433739.0,46441.0,10829.0,59380.0,29852.0,21548.0,54311.0,387298.0,,,44971.0,7204.0,1836.0,378413.0,1142.0,31688.0,16092.0,488050.0,55863.0,39771.0,7743.0,4.6,252976.0,55800.0,18687.0,15168.0,35204.0,522.0,620.0,3088.0,4392.0,312356.0
1963-07-01,352644.0,6.5,23343.0,12456.0,440601.0,45932.0,10679.0,60180.0,30076.0,21756.0,54593.0,394668.0,,,45550.0,7292.0,1884.0,385394.0,1196.0,31960.0,16332.0,495194.0,57275.0,40943.0,8078.0,7.8,256665.0,56229.0,18842.0,15392.0,35799.0,532.0,664.0,2980.0,4412.0,316845.0
1963-10-01,358774.0,8.3,23906.0,12628.0,449437.0,49841.0,11127.0,61924.0,30584.0,22036.0,55203.0,399597.0,,,46462.0,7528.0,1956.0,390049.0,1211.0,32540.0,16760.0,504640.0,58936.0,42176.0,8337.0,5.1,260316.0,57589.0,18836.0,15508.0,36534.0,547.0,664.0,3000.0,4548.0,322240.0
1964-01-01,365175.0,10.1,24525.0,12428.0,460392.0,51083.0,9873.0,63124.0,31496.0,22036.0,53755.0,409309.0,,,48042.0,7676.0,2072.0,399581.0,1259.0,33568.0,17456.0,514147.0,60687.0,43231.0,8468.0,10.1,265098.0,57913.0,18840.0,15728.0,36953.0,599.0,660.0,2888.0,5204.0,328222.0
1964-04-01,372622.0,12.2,25217.0,12572.0,473838.0,56253.0,9514.0,64160.0,31036.0,22272.0,49723.0,417585.0,,,49307.0,7804.0,2172.0,407536.0,1306.0,33208.0,18020.0,523561.0,62403.0,44383.0,8743.0,8.3,270673.0,58821.0,18779.0,15912.0,37789.0,606.0,700.0,2888.0,4432.0,334833.0
1964-07-01,380011.0,6.7,25894.0,12708.0,481587.0,54746.0,9295.0,65660.0,31264.0,22516.0,51575.0,426841.0,,,49991.0,7944.0,2240.0,416422.0,1337.0,33504.0,18412.0,533162.0,64013.0,45601.0,9082.0,9.2,275749.0,59287.0,18863.0,16160.0,38602.0,605.0,732.0,2712.0,4448.0,341409.0
1964-10-01,386093.0,6.0,26586.0,12820.0,488675.0,59043.0,10439.0,66756.0,31472.0,22724.0,53223.0,429632.0,,,50064.0,8140.0,2264.0,418987.0,1350.0,33736.0,18888.0,541898.0,65449.0,46561.0,9294.0,2.6,279931.0,60503.0,18841.0,16272.0,39406.0,598.0,752.0,2616.0,4444.0,346687.0
1965-01-01,392930.0,6.1,27312.0,12804.0,496020.0,55548.0,11431.0,67452.0,32700.0,22888.0,56964.0,440473.0,,,50516.0,8312.0,2332.0,429711.0,1291.0,35032.0,19208.0,552984.0,66878.0,47670.0,9470.0,10.5,285362.0,61949.0,19083.0,16492.0,40116.0,555.0,736.0,2488.0,5408.0,352814.0
1965-04-01,399925.0,6.7,28072.0,12976.0,504149.0,56274.0,11962.0,68548.0,32340.0,23196.0,58415.0,447875.0,,,51215.0,8628.0,2300.0,436642.0,1378.0,34640.0,19888.0,562564.0,68746.0,48858.0,9855.0,6.9,290329.0,63177.0,19272.0,16680.0,41048.0,558.0,820.0,2428.0,4604.0,358877.0
1965-07-01,408340.0,13.1,28965.0,13160.0,519863.0,62591.0,12207.0,70488.0,35896.0,23552.0,57005.0,457272.0,,,51759.0,8732.0,2244.0,445804.0,1396.0,38140.0,20540.0,576868.0,70469.0,49929.0,10072.0,8.7,295727.0,63967.0,19504.0,20148.0,42125.0,580.0,816.0,2340.0,4676.0,366215.0
1965-10-01,420463.0,9.6,29910.0,13432.0,531956.0,60599.0,12518.0,73152.0,34716.0,24028.0,58272.0,471357.0,,,53041.0,8856.0,2184.0,459736.0,1439.0,36900.0,21184.0,590228.0,71840.0,50656.0,10183.0,12.9,303969.0,65560.0,19492.0,18948.0,43342.0,619.0,820.0,2204.0,4708.0,377121.0
